,day,parts_of_day,duration_minutes,month,subscriber_type,year,start_hour,count,path_id,origin-dest,latitude,location,longitude,name,station_id,status,start_count,end_count
67,6,early afternoon,23.743259085580306,5,Walk Up,2015.5662368112544,13.698710433763189,853,67,destination,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
69,5,early afternoon,20.120141342756185,3,Walk Up,2015.1802120141342,14.208480565371024,849,69,origin,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
69,5,early afternoon,20.120141342756185,3,Walk Up,2015.1802120141342,14.208480565371024,849,69,destination,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
70,5,evening,20.45670225385528,3,Walk Up,2015.2953736654804,14.875444839857652,843,70,origin,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
70,5,evening,20.45670225385528,3,Walk Up,2015.2953736654804,14.875444839857652,843,70,destination,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
71,5,late afternoon,24.558472553699286,3,Walk Up,2015.2804295942722,14.138424821002387,838,71,origin,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
71,5,late afternoon,24.558472553699286,3,Walk Up,2015.2804295942722,14.138424821002387,838,71,destination,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
72,5,early afternoon,20.40216086434574,3,Walk Up,2015.4981992797118,13.680672268907562,833,72,origin,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
72,5,early afternoon,20.40216086434574,3,Walk Up,2015.4981992797118,13.680672268907562,833,72,destination,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
73,5,late afternoon,28.54326923076923,10,Walk Up,2016.1766826923076,15.518028846153847,832,73,origin,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
73,5,late afternoon,28.54326923076923,10,Walk Up,2016.1766826923076,15.518028846153847,832,73,destination,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
74,2,late morning,11.076829268292682,3,Local365,2015.8048780487804,12.06341463414634,820,74,origin,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
74,2,late morning,11.076829268292682,3,Local365,2015.8048780487804,12.06341463414634,820,74,destination,30.2678,(30.2678 -97.75189),-97.75189,3rd & West,2552,active,15342,13180
75,5,late morning,16.816625916870414,3,Walk Up,2015.7286063569682,13.360635696821516,818,75,origin,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
75,5,late morning,16.816625916870414,3,Walk Up,2015.7286063569682,13.360635696821516,818,75,destination,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
76,5,early afternoon,15.901960784313726,3,Local365,2015.112745098039,13.82843137254902,816,76,origin,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
76,5,early afternoon,15.901960784313726,3,Local365,2015.112745098039,13.82843137254902,816,76,destination,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
77,5,early afternoon,24.641975308641975,3,Walk Up,2014.9506172839506,14.295061728395062,810,77,origin,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
77,5,early afternoon,24.641975308641975,3,Walk Up,2014.9506172839506,14.295061728395062,810,77,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
78,5,early afternoon,23.879652605459057,3,Walk Up,2015.3970223325061,14.181141439205955,806,78,origin,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
78,5,early afternoon,23.879652605459057,3,Walk Up,2015.3970223325061,14.181141439205955,806,78,destination,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
79,6,early afternoon,35.896894409937886,3,Walk Up,2016.1490683229813,14.563975155279502,805,79,origin,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
79,6,early afternoon,35.896894409937886,3,Walk Up,2016.1490683229813,14.563975155279502,805,79,destination,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
80,5,early afternoon,27.69489414694894,3,Walk Up,2015.398505603985,13.79950186799502,803,80,origin,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
80,5,early afternoon,27.69489414694894,3,Walk Up,2015.398505603985,13.79950186799502,803,80,destination,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
81,5,late afternoon,27.49376558603491,3,Walk Up,2015.3329177057356,14.731920199501246,802,81,origin,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
81,5,late afternoon,27.49376558603491,3,Walk Up,2015.3329177057356,14.731920199501246,802,81,destination,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
82,0,late morning,17.247461928934012,3,Local365,2015.2994923857868,10.98984771573604,788,82,origin,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
82,0,late morning,17.247461928934012,3,Local365,2015.2994923857868,10.98984771573604,788,82,destination,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
84,4,late morning,13.2,3,Local30,2015.676433121019,12.968152866242038,785,84,origin,30.26854,(30.26854 -97.73646),-97.73646,Red River & 8th Street,2571,active,9154,9158
84,4,late morning,13.2,3,Local30,2015.676433121019,12.968152866242038,785,84,destination,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
83,5,evening,15.6,3,Annual Membership (Austin B-cycle),2014.9605095541401,14.946496815286624,785,83,origin,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
83,5,evening,15.6,3,Annual Membership (Austin B-cycle),2014.9605095541401,14.946496815286624,785,83,destination,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
85,5,late afternoon,14.14030612244898,3,Walk Up,2015.5191326530612,14.302295918367347,784,85,origin,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
85,5,late afternoon,14.14030612244898,3,Walk Up,2015.5191326530612,14.302295918367347,784,85,destination,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
86,5,evening,11.222365038560412,7,Local365,2015.2814910025706,15.259640102827763,778,86,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
86,5,evening,11.222365038560412,7,Local365,2015.2814910025706,15.259640102827763,778,86,destination,30.2678,(30.2678 -97.75189),-97.75189,3rd & West,2552,active,15342,13180
89,3,early morning,9.994845360824742,3,Local30,2015.528350515464,11.52319587628866,776,89,origin,30.26416,(30.26416 -97.73289),-97.73289,5th & San Marcos,2564,moved,7187,6999
89,3,early morning,9.994845360824742,3,Local30,2015.528350515464,11.52319587628866,776,89,destination,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
88,5,evening,20.140463917525775,3,Walk Up,2015.264175257732,16.33118556701031,776,88,origin,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
88,5,evening,20.140463917525775,3,Walk Up,2015.264175257732,16.33118556701031,776,88,destination,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
87,5,late afternoon,18.128865979381445,10,Walk Up,2015.5309278350514,15.387886597938145,776,87,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
87,5,late afternoon,18.128865979381445,10,Walk Up,2015.5309278350514,15.387886597938145,776,87,destination,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
90,6,late afternoon,20.8,3,Walk Up,2015.836129032258,14.121290322580645,775,90,origin,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
90,6,late afternoon,20.8,3,Walk Up,2015.836129032258,14.121290322580645,775,90,destination,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
91,4,late afternoon,19.583441138421733,3,Walk Up,2015.3803363518757,13.798188874514878,773,91,origin,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
91,4,late afternoon,19.583441138421733,3,Walk Up,2015.3803363518757,13.798188874514878,773,91,destination,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
93,5,late afternoon,32.963541666666664,10,Walk Up,2015.6236979166667,14.93359375,768,93,origin,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
93,5,late afternoon,32.963541666666664,10,Walk Up,2015.6236979166667,14.93359375,768,93,destination,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
92,5,early afternoon,25.022135416666668,5,Walk Up,2015.1861979166667,13.87109375,768,92,origin,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
92,5,early afternoon,25.022135416666668,5,Walk Up,2015.1861979166667,13.87109375,768,92,destination,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
94,5,early afternoon,28.2911227154047,7,Walk Up,2016.3355091383812,14.45691906005222,766,94,origin,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
94,5,early afternoon,28.2911227154047,7,Walk Up,2016.3355091383812,14.45691906005222,766,94,destination,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
95,0,early morning,12.668414154652687,3,Local365,2014.8833551769333,11.714285714285714,763,95,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
95,0,early morning,12.668414154652687,3,Local365,2014.8833551769333,11.714285714285714,763,95,destination,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
96,5,early afternoon,16.200797872340427,5,Walk Up,2015.3231382978724,14.61436170212766,752,96,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
96,5,early afternoon,16.200797872340427,5,Walk Up,2015.3231382978724,14.61436170212766,752,96,destination,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
97,3,late morning,18.30093209054594,3,Local365,2015.8468708388814,12.607190412782955,751,97,origin,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
97,3,late morning,18.30093209054594,3,Local365,2015.8468708388814,12.607190412782955,751,97,destination,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
98,6,late afternoon,32.16219839142091,3,Walk Up,2015.2439678284181,14.294906166219839,746,98,origin,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
98,6,late afternoon,32.16219839142091,3,Walk Up,2015.2439678284181,14.294906166219839,746,98,destination,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
99,4,late afternoon,12.585234899328858,3,Local365,2015.2577181208053,15.424161073825504,745,99,origin,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
99,4,late afternoon,12.585234899328858,3,Local365,2015.2577181208053,15.424161073825504,745,99,destination,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
100,5,late afternoon,17.33512786002692,10,Walk Up,2015.5518169582772,15.227456258411843,743,100,origin,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
100,5,late afternoon,17.33512786002692,10,Walk Up,2015.5518169582772,15.227456258411843,743,100,destination,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
102,4,early morning,14.855405405405405,1,Local365,2015.8513513513512,8.39054054054054,740,102,origin,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
102,4,early morning,14.855405405405405,1,Local365,2015.8513513513512,8.39054054054054,740,102,destination,30.2563,(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active,2456,2452
101,4,late afternoon,12.958108108108108,3,Walk Up,2015.754054054054,14.491891891891893,740,101,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
101,4,late afternoon,12.958108108108108,3,Walk Up,2015.754054054054,14.491891891891893,740,101,destination,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
103,4,late afternoon,11.75236806495264,3,Annual Membership (Austin B-cycle),2014.4519621109607,14.809201623815968,739,103,origin,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
103,4,late afternoon,11.75236806495264,3,Annual Membership (Austin B-cycle),2014.4519621109607,14.809201623815968,739,103,destination,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
104,5,late afternoon,26.579019073569484,3,Walk Up,2015.0354223433242,15.158038147138965,734,104,origin,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
104,5,late afternoon,26.579019073569484,3,Walk Up,2015.0354223433242,15.158038147138965,734,104,destination,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
105,4,early morning,19.226466575716234,3,Walk Up,2015.4038199181446,12.462482946793997,733,105,origin,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
105,4,early morning,19.226466575716234,3,Walk Up,2015.4038199181446,12.462482946793997,733,105,destination,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
106,6,early afternoon,26.394520547945206,10,Walk Up,2015.5027397260274,14.524657534246575,730,106,origin,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
106,6,early afternoon,26.394520547945206,10,Walk Up,2015.5027397260274,14.524657534246575,730,106,destination,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
107,5,early afternoon,25.94206896551724,3,Walk Up,2015.0,14.220689655172414,725,107,origin,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
107,5,early afternoon,25.94206896551724,3,Walk Up,2015.0,14.220689655172414,725,107,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
108,2,late afternoon,14.309820193637622,3,Local365,2015.6279391424619,15.550484094052559,723,108,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
108,2,late afternoon,14.309820193637622,3,Local365,2015.6279391424619,15.550484094052559,723,108,destination,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
110,5,early afternoon,28.383656509695292,3,Walk Up,2015.2174515235456,13.703601108033242,722,110,origin,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
110,5,early afternoon,28.383656509695292,3,Walk Up,2015.2174515235456,13.703601108033242,722,110,destination,30.28576,(30.28576 -97.74181),-97.74181,UT West Mall @ Guadalupe,2548,active,10855,9219
109,4,early afternoon,13.045706371191136,3,Local365,2015.3614958448754,13.997229916897506,722,109,origin,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
109,4,early afternoon,13.045706371191136,3,Local365,2015.3614958448754,13.997229916897506,722,109,destination,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
111,5,early afternoon,28.990264255910986,3,Walk Up,2015.538247566064,14.585535465924895,719,111,origin,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
111,5,early afternoon,28.990264255910986,3,Walk Up,2015.538247566064,14.585535465924895,719,111,destination,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
112,5,early afternoon,35.85634588563459,3,Walk Up,2015.5955369595538,14.284518828451883,717,112,origin,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
112,5,early afternoon,35.85634588563459,3,Walk Up,2015.5955369595538,14.284518828451883,717,112,destination,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
113,6,early afternoon,17.591608391608393,5,Walk Up,2015.0937062937062,13.962237762237763,715,113,origin,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
113,6,early afternoon,17.591608391608393,5,Walk Up,2015.0937062937062,13.962237762237763,715,113,destination,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
114,5,early morning,27.87798036465638,3,Annual Membership (Austin B-cycle),2014.5035063113605,11.52875175315568,713,114,origin,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
114,5,early morning,27.87798036465638,3,Annual Membership (Austin B-cycle),2014.5035063113605,11.52875175315568,713,114,destination,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
115,4,late morning,21.09732016925247,3,Walk Up,2015.3681241184768,13.734837799717912,709,115,origin,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
115,4,late morning,21.09732016925247,3,Walk Up,2015.3681241184768,13.734837799717912,709,115,destination,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
116,3,late afternoon,12.424113475177306,1,Local365,2015.758865248227,15.836879432624114,705,116,origin,30.2563,(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active,2456,2452
116,3,late afternoon,12.424113475177306,1,Local365,2015.758865248227,15.836879432624114,705,116,destination,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
117,6,late afternoon,21.927556818181817,3,Local365,2015.544034090909,15.028409090909092,704,117,origin,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
117,6,late afternoon,21.927556818181817,3,Local365,2015.544034090909,15.028409090909092,704,117,destination,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
